Estimator,Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter,Thank,Exclamation_Mark,Feedback,Sentiment_Scores_NEG,Sentiment_Scores_NEU,Sentiment_Scores_POS,Opinion_Lexicon_POS,Opinion_Lexicon_NEG,Initial_Utterance_Similarity,Dialog_Similarity,Question_Mark,Duplicate,What,Where,When,Why,Who,How
AdaBoost,0.5038020700952044,0.4749468161129284,0.34386260769911636,0.33932115898575643,0.33261997066729665,0.3065469717007751,0.1522280148031403,0.14214419248168825,0.0782520581294421,0.33244292391222086,0.3911693659471216,0.4321754509313574,0.3182178534566247,0.2777001195087219,1.0,0.46962343457726763,0.1477001445929136,0.11476393114234434,0.14789505729201055,0.07618029024686745,0.1362679608174476,0.08201157399080136,0.0531629247624442,0.15732924811500534
RandForest,1.0,0.6227889033124022,0.3945803483655226,0.3597143781187967,0.35287745534961207,0.6507050906561586,0.1351451861577321,0.05690721046299936,0.024716668068985495,0.27769837037054024,0.441471388756327,0.47517830965579827,0.17966842112045697,0.1493970456229441,0.9575757386635946,0.4284232960397349,0.244589120388299,0.05624552127595452,0.05570105901303874,0.020548571668442144,0.04722088867988841,0.021469918313050267,0.013085707620956602,0.07115833342955837
